"Familial caudal dysgenesis";1
"Rhizomelic chondrodysplasia punctata";205
"XY type gonadal dysgenesis-associated anomalies syndrome";0
"Rare adult hypothyroidism";0
"Syndromic hypothyroidism";0
"45,X/46,XY mixed gonadal dysgenesis";0
"Sacrococcygeal dysgenesis association";1
"Dyskeratosis congenita";637
"Temtamy syndrome";3
"Facial dysmorphism-shawl scrotum-joint laxity syndrome";0
"Dysmorphism-cleft palate-loose skin syndrome";0
"Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1";0
"Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2";0
"Prader-Willi syndrome due to translocation";0
"Prader-Willi syndrome due to imprinting mutation";0
"Symptomatic form of hemophilia A in female carriers";0
"Symptomatic form of hemophilia B in female carriers";0
"Chordoma";2418
"Thakker-Donnai syndrome";3
"Non-acquired combined pituitary hormone deficiencies without extra-pituitary malformations";0
"Central diabetes insipidus";730
"Peripheral precocious puberty";78
"Transient congenital hypothyroidism";45
"Moderate multiminicore disease with hand involvement";0
"Antenatal multiminicore disease with arthrogryposis multiplex congenita";0
"Dysosteosclerosis";12
"8q22.1 microdeletion syndrome";0
"Reticulate acropigmentation of Kitamura";20
"Isolated sternocostoclavicular hyperostosis";0
"Undifferentiated embryonal sarcoma of the liver";93
"Acute lung injury";5647
"Heinz body anemia";10
"Åland Islands eye disease";0
"UV-sensitive syndrome";22
"Inflammatory myofibroblastic tumor";651
"Aromatase excess syndrome";14
"Smith-McCort dysplasia";9
"Syndromic microphthalmia type 5";0
"Osteosclerosis-developmental delay-craniosynostosis syndrome";0
"Congenital vertical talus";89
"Osteopetrosis-hypogammaglobulinemia syndrome";0
"Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation";0
"Acrofrontofacionasal dysostosis";0
"Distal myopathy with anterior tibial onset";0
"X-linked myopathy with postural muscle atrophy";0
"Hereditary proximal myopathy with early respiratory failure";0
"Autosomal dominant non-syndromic intellectual disability";0
"Wound botulism";87
"Infant botulism";235
"Intestinal botulism";8
"Adult intestinal botulism";2
"Myopic macular degeneration";36
"Dursun syndrome";2
"Brain calcification, Rajab type";0
"Perry syndrome";22
"Folliculotropic mycosis fungoides";45
"Localized pagetoid reticulosis";8
"Primary cutaneous CD4+ small/medium-sized pleomorphic T-cell lymphoma";0
"Primary cutaneous aggressive epidermotropic CD8+ T-cell lymphoma";0
"Primary cutaneous gamma/delta-positive T-cell lymphoma";0
"Primary cutaneous marginal zone B-cell lymphoma";55
"Primary cutaneous follicle center lymphoma";61
"Primary cutaneous diffuse large B-cell lymphoma, leg type";20
"Indolent primary cutaneous T-cell lymphoma";4
"Aggressive primary cutaneous T-cell lymphoma";2
"Aggressive primary cutaneous B-cell lymphoma";0
"Indolent primary cutaneous B-cell lymphoma";4
"Primary cutaneous B-cell lymphoma";170
"Mycosis fungoides and variants";0
"Acrofacial dysostosis, Catania type";0
"Acrofacial dysostosis, Palagonia type";0
"Acrofacial dysostosis, Rodríguez type";0
"Acquired neutropenia";18
"Birdshot chorioretinopathy";141
"Hypomandibular faciocranial dysostosis";5
"Primary immunodeficiency due to a defect in adaptive immunity";0
"Frontofacionasal dysplasia";7
"Humerospinal dysostosis";0
"Oculomaxillofacial dysostosis";9
"Obesity due to congenital leptin resistance";0
"Obesity due to leptin receptor gene deficiency";0
"Peripheral dysostosis";25
"Autosomal dominant spondylocostal dysostosis";0
"Dysostosis, Stanescu type";0
"Familial developmental dysphasia";0
"Distal renal tubular acidosis";604
"Choroideremia";281
"Uterovaginal malformation";2
"Non-syndromic uterovaginal malformation";0
"Partial bilateral aplasia of the Müllerian ducts";0
"Unilateral aplasia of the Müllerian ducts";0
"True unicornuate uterus";1
"Pseudounicornuate uterus";0
"Didelphys uterus";30
"Kyphomelic dysplasia";18
"Bicervical bicornuate uterus and blind hemivagina";0
"Bicervical bicornuate uterus with patent cervix and vagina";0
"Unicervical bicornuate uterus";0
"Cordiform uterus";0
"Septate uterus";302
"Complete septate uterus";32
"Partial septate uterus";9
"Bicornuate uterus";277
"Uterine hypoplasia";25
"Agenesis and aplasia of uterine body";0
"Uterine cervical aplasia and agenesis";0
"Syndromic uterovaginal malformation";0
"Rare vaginal malformation";0
"Septate vagina";26
"Longitudinal vaginal septum";59
"Transverse vaginal septum";75
"Rare breast malformation";0
"Excess breast volume or number";0
"Deficient breast volume or number";0
"Familial juvenile hypertrophy of the breast";0
"Supernumerary breasts";12
"Isolated congenital breast hypoplasia/aplasia";0
"Syndromic breast hypoplasia/aplasia";0
"Rare non-malformative gynecologic or obstetric disease";0
"Ghosal hematodiaphyseal dysplasia";6
"Rare non-malformative breast disease";0
"Rare non-malformative uterovaginal or vulvovaginal disease";0
"Anomaly of puberty or/and menstrual cycle";0
"Rare uterine adnexal tumor";0
"Embryonal carcinoma";2454
"Polyembryoma";32
"Mixed germ cell tumor";282
"Benign tumor of fallopian tubes";0
"Malignant tumor of fallopian tubes";0
"Vaginal carcinoma";205
"Rare breast tumor";29
"Rare benign breast tumor";0
"Rare malignant breast tumor";0
"Phyllode tumor";20
"Giant adenofibroma of the breast";0
"Paget disease of the nipple";0
"Benign ductal tumor of breast";0
"Thoracomelic dysplasia";0
"Rare non-malformative uterine adnexal disease";0
"Rare vulvovaginal tumor";0
"Dyssegmental dysplasia-glaucoma syndrome";0
"Ectodermal dysplasia-blindness syndrome";0
"Focal facial dermal dysplasia type III";0
"Malformative syndrome with dentinogenesis imperfecta";0
"Rare disease with autism";0
"Non-syndromic diaphragmatic or thoracic malformation";0
"Syndromic diaphragmatic or thoracic malformation";0
"Hidrotic ectodermal dysplasia, Christianson-Fourie type";0
"Rare gastroesophageal tumor";0
"Rare tumor of pancreas";0
"Hidrotic ectodermal dysplasia, Halal type";0
"X-linked hypohidrotic ectodermal dysplasia";111
"Autosomal dominant hypohidrotic ectodermal dysplasia";3
"Odontomicronychial dysplasia";0
"Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome";0
"Rare insulin-resistance syndrome";0
"Rare diabetes mellitus type 1";0
"Rare diabetes mellitus type 2";0
"Other rare diabetes mellitus";0
"Rare hypothalamic or pituitary disease";0
"Rare disorder with hypogonadotropic hypogonadism";0
"Hypogonadotropic hypogonadism associated with other endocrinopathies";0
"Growth hormone insensitivity syndrome";54
"Rare hypothyroidism";0
"Rare hyperthyroidism";0
"Syndrome with hypoparathyroidism";0
"Rare hypoparathyroidism";0
"Rare hyperparathyroidism";0
"Adrenogenital syndrome";247
"Rare primary hyperaldosteronism";0
"Rare hypoaldosteronism";0
"Rare hyperlipidemia";0
"Major hypertriglyceridemia";7
"Hyperalphalipoproteinemia";123
"Rare hypolipidemia";0
"Rare syndromic dyslipidemia";0
"Rare disorder with hypergonadotropic hypogonadism";0
"Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome";0
"Ectodermal dysplasia, trichoodontoonychial type";0
"Epimetaphyseal skeletal dysplasia";0
"Chromomycosis";152
"Aplastic anemia";7502
"Rare constitutional hemolytic anemia";0
"Rare acquired hemolytic anemia";0
"MYH9-related disease";43
"Rare thrombotic disease of hematologic origin";0
"Primary orthostatic hypotension";13
"Cerebellar malformation";67
"Rare neuroinflammatory or neuroimmunological disease";0
"Glial tumor";390
"Rare neurodegenerative disease";61
"Syndromic neurometabolic disease with non-X-linked intellectual disability";0
"Syndromic neurometabolic disease with X-linked intellectual disability";0
"ARX-related epileptic encephalopathy";0
"Channelopathy with epilepsy";0
"Acquired peripheral neuropathy";9
"Pulmonary arterial hypertension";5953
"Interstitial lung disease";5122
"Pneumoconiosis";2461
"Idiopathic eosinophilic pneumonia";21
"Secondary interstitial lung disease in childhood and adulthood associated with a connective tissue disease";0
"Thoracic malformation";16
"Respiratory malformation";0
"Rare urogenital tumor";0
"Non-syndromic urogenital tract malformation of female";0
"Non-syndromic urogenital tract malformation of male";0
"Non-syndromic urogenital tract malformation of male and female";0
"Extragonadal germinoma";0
"Tumor of endocrine glands";0
"Dysplasia epiphysealis hemimelica";100
"Rare inflammatory eye disease";0
"Rare systemic disease";86
"Systemic autoimmune disease";908
"Rare rheumatologic disease";2
"Lowry-Wood syndrome";5
"Epiphyseal dysplasia-hearing loss-dysmorphism syndrome";0
"Frontometaphyseal dysplasia";44
"Acromelic frontonasal dysplasia";2
"Eosinophilic granulomatosis with polyangiitis";225
"Schimke immuno-osseous dysplasia";59
"De Hauwere syndrome";3
"Lethal osteosclerotic bone dysplasia";7
"Axial mesodermal dysplasia spectrum";9
"Polymalformative genetic syndrome with increased risk of developing cancer";0
"Genetic epidermal disorder";0
"Inherited ichthyosis";24
"Genetic erythrokeratoderma";0
"Genetic acrokeratoderma";0
"Genetic porokeratosis";0
"Genetic epidermal appendage anomaly";0
"Genetic hair anomaly";0
"Genetic nail anomaly";0
"Genetic sebaceous gland anomaly";0
"Genetic pigmentation anomaly of the skin";0
"Genetic hyperpigmentation of the skin";0
"Genetic hypopigmentation of the skin";0
"Genetic dermis disorder";0
"Genetic skin vascular disorder";0
"Genetic mixed dermis disorder";0
"Genetic subcutaneous tissue disorder";0
"Genetic skin tumor";0
"Genetic photodermatosis";0
"Genetic immune deficiency with skin involvement";0
"Genetic neuromuscular disease";9
"Genetic neurodegenerative disease";15
"Genetic central nervous system and retinal vascular disease";0
"Genetic central nervous system malformation";0
"Rare genetic headache";0
"Rare genetic epilepsy";2
"Rare genetic medullar disease";0
"Rare hereditary ataxia";0
"Rare genetic movement disorder";0
"Rare genetic bone disease";3
"Genetic bone tumor";0
"Rare genetic developmental defect during embryogenesis";0
"Genetic multiple congenital anomalies/dysmorphic syndrome";0
"Genetic congenital limb malformation";0
"Genetic renal or urinary tract malformation";0
"Genetic cranial malformation";0
"Genetic digestive tract malformation";0
"Genetic visceral malformation of the liver, biliary tract, pancreas or spleen";0
"Genetic respiratory or mediastinal malformation";0
"Genetic developmental defect of the eye";0
"Genetic malformation syndrome with short stature";0
"Genetic overgrowth/obesity syndrome";0
"Genetic branchial arch or oral-acral syndrome";0
"Genetic malformation syndrome with odontal and/or periodontal component";0
"Genetic head and neck malformation";0
"Genetic glomerular disease";0
"Genetic thrombotic microangiopathy";0
"Genetic renal tubular disease";0
"Genetic renal tumor";0
"Rare genetic palpebral, lacrimal system and conjunctival disease";0
"Mesomelic dysplasia, Kantaputra type";1
"Rare genetic refraction anomaly";0
"Genetic lens and zonula anomaly";0
"Genetic neuro-ophthalmological disease";0
"Genetic eye tumor";0
"Genetic respiratory malformation";0
"Rare genetic diabetes mellitus";0
"Rare genetic hypothalamic or pituitary disease";0
"Rare genetic thyroid disease";0
"Rare genetic parathyroid disease and phosphocalcic metabolism disorder";0
"Rare genetic adrenal disease";0
"Genetic polyendocrinopathy";0
"Rare constitutional anemia";0
"Rare genetic coagulation disorder";0
"Severe combined immunodeficiency";4039
"Hyper-IgM syndrome with susceptibility to opportunistic infections";0
"Hyper-IgM syndrome without susceptibility to opportunistic infections";0
"Agammaglobulinemia";2730
"Recurrent infections associated with rare immunoglobulin isotypes deficiency";0
"Hermansky-Pudlak syndrome with neutropenia";0
"Functional neutrophil defect";1
"Ulna metaphyseal dysplasia syndrome";0
"Neutrophil immunodeficiency syndrome";0
"Genetic susceptibility to infections due to particular pathogens";0
"Pyogenic bacterial infections due to MyD88 deficiency";0
"Other complex syndrome of primary immunodeficiency";0
"Rare genetic gynecological and obstetrical diseases";0
"Genetic gynecological tumor";0
"Rare genetic intellectual disability";0
"Rare genetic syndromic intellectual disability";0
"Rare genetic immune disease";0
"Metaphyseal dysplasia without hypotrichosis";0
"Hereditary mucoepithelial dysplasia";12
"Cherubism";226
"Bone dysplasia, lethal Holmgren type";0
"Bone dysplasia, Azouz type";0
"Renal agenesis, bilateral";0
"Infundibulopelvic stenosis-multicystic kidney syndrome";0
"Scimitar syndrome";467
"Renal dysplasia-megalocystis-sirenomelia syndrome";0
"Multicystic dysplastic kidney";527
"X-linked retinal dysplasia";0
"Spondyloenchondrodysplasia";33
"Spondyloperipheral dysplasia-short ulna syndrome";0
"Skeletal dysplasia-epilepsy-short stature syndrome";0
"Primary biliary cholangitis";81
"Thanatophoric dysplasia type 1";10
"Thoracic dysplasia-hydrocephalus syndrome";0
"Congenital valvular dysplasia";2
"Dyssegmental dysplasia, Silverman-Handmaker type";4
"Focal, segmental or multifocal dystonia";0
"Bullous dystrophy, macular type";0
"Citrullinemia";336
"Progressive cone dystrophy";54
"Cone rod dystrophy";416
"Jalili syndrome";10
"Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome";0
"Oculogastrointestinal muscular dystrophy";1
"Muscular dystrophy-white matter spongiosis syndrome";0
"Autosomal recessive limb-girdle muscular dystrophy type 2H";0
"Melorheostosis with osteopoikilosis";0
"Systemic capillary leak syndrome";113
"Ebstein malformation";25
"Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome";0
"Ectodermal dysplasia-sensorineural deafness syndrome";0
"Ectopia lentis-chorioretinal dystrophy-myopia syndrome";0
"Isolated ectopia lentis";27
"Ectrodactyly-ectodermal dysplasia without clefting syndrome";0
"Ectrodactyly-cleft palate syndrome";0
"Hidrotic ectodermal dysplasia";64
"Intellectual disability-spasticity-ectrodactyly syndrome";0
"Ectrodactyly-polydactyly syndrome";0
"Ectrodactyly-spina bifida-cardiopathy syndrome";0
"Cushing syndrome due to macronodular adrenal hyperplasia";0
"Primary pigmented nodular adrenocortical disease";143
"Familial isolated hypoparathyroidism due to impaired PTH secretion";0
"Edinburgh malformation syndrome";0
"EEC syndrome";138
"EEM syndrome";8
"Ehlers-Danlos syndrome, arthrochalasis type";0
"2-hydroxyglutaric aciduria";138
"Coats disease";319
"Ehlers-Danlos syndrome, kyphoscoliotic type";0
"Ehlers-Danlos syndrome, dermatosparaxis type";1
"Ehrlichiosis";1066
"Fetal valproate syndrome";43
"Aminopterin/methotrexate embryofetopathy";0
"Indomethacin embryofetopathy";0
"Cockayne syndrome";860
"Fetal iodine syndrome";0
"Cocaine embryofetopathy";0
"Fetal hydantoin syndrome";59
"Fetal trimethadione syndrome";3
"Vitamin K-antagonist embryofetopathy";0
"Fetal alcohol syndrome";1276
"Diethylstilbestrol syndrome";0
"Fetal methylmercury syndrome";0
"Fetal minoxidil syndrome";0
"Phenobarbital embryopathy";0
"Coffin-Lowry syndrome";150
"Toluene embryopathy";6
"Methimazole embryofetopathy";0
"Diabetic embryopathy";77
"Emery-Nelson syndrome";0
"Congenital lobar emphysema";224
"Rasmussen subacute encephalitis";1
"Cohen syndrome";124
"Herpes simplex encephalitis";1342
"Frontal encephalocele";25
"Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria";0
"Early infantile epileptic encephalopathy";123
"Early myoclonic encephalopathy";68
"Eng-Strom syndrome";0
"Ocular coloboma";91
"Shoulder and thorax deformity-congenital heart disease syndrome";0
"Juvenile absence epilepsy";134
"Myoclonic-astastic epilepsy";0
"Infant epilepsy with migrant focal crisis";0
"Rolandic epilepsy";594
"Amelocerebrohypohidrotic syndrome";0
"Progressive epilepsy-intellectual disability syndrome, Finnish type";0
"Epilepsy-microcephaly-skeletal dysplasia syndrome";0
"Benign familial neonatal epilepsy";16
"Cat-eye syndrome";132
"Epilepsy-telangiectasia syndrome";0
"Pacman dysplasia";4
"Congenital lethal erythroderma";0
"Spinocerebellar ataxia type 34";0
"Erythromelalgia";445
"Esthesioneuroblastoma";706
"Evans syndrome";326
"Exostoses-anetodermia-brachydactyly type E syndrome";0
"Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome";0
"Flat face-microstomia-ear anomaly syndrome";0
"Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome";0
"Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome";0
"Lethal faciocardiomelic dysplasia";0
"Faciocardiorenal syndrome";1
"Autosomal recessive faciodigitogenital syndrome";2
"Lipodystrophy due to peptidic growth factors deficiency";0
"Occipital horn syndrome";60
"Bilateral striopallidodentate calcinosis";12
"Fanconi syndrome-ichthyosis-dysmorphism syndrome";0
"Fechtner syndrome";46
"Gollop-Wolfgang complex";13
"Femoral agenesis/hypoplasia";0
"Femoral-facial syndrome";22
"Cornelia de Lange syndrome";375
"Cleft lip with or without cleft palate";733
"Pulmonary capillary hemangiomatosis";74
"Nelson syndrome";295
"Corticosteroid-binding globulin deficiency";6
"Ledderhose disease";18
"Superficial fibromatosis";15
"Calcified aponeurotic fibroma";1
"Infantile digital fibromatosis";57
"Familial multiple lipomatosis";27
"Familial angiolipomatosis";7
"Harlequin syndrome";45
"Hereditary hypercarotenemia and vitamin A deficiency";0
"Congenital microgastria";17
"Congenital isolated ACTH deficiency";5
"Late-onset isolated ACTH deficiency";0
"Pai syndrome";24
"Isolated cleft lip";183
"Cleft lip/palate";567
"Tetragametic chimerism";8
"Familial clubfoot with or without associated lower limb anomalies";0
"15q13.3 microdeletion syndrome";31
"Endophthalmitis";5193
"Isolated autosomal dominant hypomagnesemia, Glaudemans type";0
"Congenital myopathy, Paradas type";0
"Endocrine-cerebro-osteodysplasia syndrome";1
"Pancreatic insufficiency-anemia-hyperostosis syndrome";0
"Muscular dystrophy, Selcen type";0
"EAST syndrome";15
"Thiamine-responsive encephalopathy";0
"Adult-onset dystonia-parkinsonism";7
"CARASIL";49
"Cleft lip-retinopathy syndrome";0
"Atypical autism";81
"Isolated cerebellar vermis hypoplasia";0
"Cerebral malformation";127
"Syndrome with corpus callosum agenesis /dysgenesis as a major feature";0
"Isolated congenital microcephaly";0
"Isolated encephalocele";0
"Blepharo-cheilo-odontic syndrome";0
"3-hydroxy-3-methylglutaric aciduria";48
"Paroxysmal dystonia";190
"Cleft lip/palate-intestinal malrotation-cardiopathy syndrome";0
"Cleft lip/palate-deafness-sacral lipoma syndrome";0
"Laryngotracheoesophageal cleft";57
"Immunodeficiency with factor I anomaly";0
"Immunodeficiency with factor H anomaly";0
"Median cleft lip/mandibule";0
"Alar cartilages hypoplasia-coloboma-telecanthus syndrome";0
"Acrocardiofacial syndrome";0
"Cowden syndrome";370
"Cleft palate-stapes fixation-oligodontia syndrome";0
"Cleft palate-large ears-small head syndrome";0
"Cleft palate";11681
"Cleft palate-short stature-vertebral anomalies syndrome";0
"Cleft palate-lateral synechia syndrome";6
"Sternal cleft";108
"Femur-fibula-ulna complex";3
"Crandall syndrome";0
"Congenital fiber-type disproportion myopathy";15
"Fibrochondrogenesis";34
"Endomyocardial fibroelastosis";11
"Undifferentiated pleomorphic sarcoma";181
"Hereditary gingival fibromatosis";100
"Gingival fibromatosis-facial dysmorphism syndrome";0
"Gingival fibromatosis-hypertrichosis syndrome";0
"Gingival fibromatosis-progressive deafness syndrome";0
"Juvenile hyaline fibromatosis";100
"Multiple non-ossifying fibromatosis";0
"Anomaly of puberty or/and menstrual cycle of genetic origin";0
"Syndromic microphthalmia";8
"Fibrosarcoma";6067
"Hepatic fibrosis-renal cysts-intellectual disability syndrome";0
"Idiopathic pulmonary fibrosis";4383
"Multifocal muscular fibrosis-obstructed vessels syndrome";0
"Filariasis";3823
"Lymphatic filariasis";1496
"Scalp-ear-nipple syndrome";6
"Congenital aortopulmonary window";1
"Pulmonary arteriovenous malformation";286
"Congenital systemic arteriovenous fistula";1
"Sporadic Creutzfeldt-Jakob disease";610
"Congenital bronchobiliary fistula";13
"Coronary arterial fistulas";24
"Tracheo-esophageal fistula-hypospadias syndrome";0
"Floating-Harbor syndrome";49
"FLOTCH syndrome";1
"Flynn-Aird syndrome";0
"Foix-Chavany-Marie syndrome";47
"Crigler-Najjar syndrome";312
"Cole-Carpenter syndrome";6
"Fraser-like syndrome";0
"Fraser syndrome";114
"Freeman-Sheldon syndrome";99
"Osteochondritis of tarsal/metatarsal bone";0
"Growth deficiency-brachydactyly-dysmorphism syndrome";0
"Essential fructosuria";9
"Blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome";0
"Fryns-Smeets-Thiry syndrome";0
"Fryns syndrome";111
"Fukuda-Miyanomae-Nakata syndrome";0
"Progressive non-infectious anterior vertebral fusion";3
"Splenogonadal fusion-limb defects-micrognathia syndrome";0
"Posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome";0
"Hypoxanthine-guanine phosphoribosyltransferase deficiency";60
"Infantile Krabbe disease";36
"Late-infantile/juvenile Krabbe disease";0
"Adult Krabbe disease";2
"Serous or mucinous cystadenoma of childhood";0
"Borderline epithelial tumor of ovary";0
"Gonadoblastoma";558
"Vaginal germ cell malignant tumor";0
"Vulvovaginal rhabdomyosarcoma";2
"Galloway-Mowat syndrome";31
"Malignant non-dysgerminomatous germ cell tumor of ovary";0
"Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers";0
"Autosomal recessive limb-girdle muscular dystrophy type 2L";0
"Autosomal recessive limb-girdle muscular dystrophy type 2M";0
"Autosomal recessive limb-girdle muscular dystrophy type 2N";0
"Autosomal recessive limb-girdle muscular dystrophy type 2O";0
"Immune-mediated necrotizing myopathy";46
"Overlap myositis";32
"Rippling muscle disease with myasthenia gravis";0
"Autosomal recessive lower motor neuron disease with childhood onset";0
"Adult polyglucosan body disease";61
"Neurolymphomatosis";100
"Subacute inflammatory demyelinating polyneuropathy";4
"Isolated asymptomatic elevation of creatine phosphokinase";0
"Gamma-aminobutyric acid transaminase deficiency";2
"Infectious disease with peripheral neuropathy";0
"Genetic skeletal muscle disease";0
"Acquired skeletal muscle disease";0
"Progressive muscular dystrophy";383
"Myotonic dystrophy";3700
"Autosomal dominant distal myopathy";31
"Autosomal recessive distal myopathy";13
"Non-dystrophic myopathy";0
"Non-dystrophic myopathy with collagen 6 anomaly";0
"Inclusion myopathy";6
"GAPO syndrome";31
"Bulbospinal muscular atrophy";39
"Bulbospinal muscular atrophy of childhood";0
"Bulbospinal muscular atrophy of adult";0
"Generalized bulbospinal muscular atrophy";0
"Gastrocutaneous syndrome";0
"Muscular lipidosis";2
"Muscular glycogenosis";8
"Mitochondrial myopathy";1269
"Myotonic syndrome";11
"Congenital myotonia";37
"Periodic paralysis";1081
"Muscular tumor";2
"Drug and/or toxic myopathy";0
"Infectious, fungal or parasitic myopathy";0
"Viral myositis";20
"Bacterial myositis";14
"Parasitic myositis";10
"Crouzon disease";19
"Eosinophilic gastroenteritis";492
"Fungal myositis";3
"Acquired amyloid myopathy";0
"Acquired rod-body myopathy";0
"Spinal muscular atrophy associated with central nervous system anomaly";0
"Rare hereditary disease with peripheral neuropathy";0
"Rare hereditary metabolic disease with peripheral neuropathy";0
"Rare hereditary systemic disease with peripheral neuropathy";0
"Rare hereditary neurologic disease with peripheral neuropathy";0
"Cerebellar ataxia with peripheral neuropathy";0
"Acute and subacute inflammatory demyelinating polyneuropathy";0
"Malignant lymphoma with peripheral neuropathy";0
"Qualitative or quantitative protein defects in neuromuscular diseases";0
"Qualitative or quantitative defects of sarcoglycan";0
"Qualitative or quantitative defects of alpha-sarcoglycan";0
"Qualitative or quantitative defects of beta-sarcoglycan";0
"Qualitative or quantitative defects of gamma-sarcoglycan";0
"Qualitative or quantitative defects of delta-sarcoglycan";0
"Qualitative or quantitative defects of dysferlin";0
"Qualitative or quantitative defects of caveolin-3";0
"Qualitative or quantitative defects of dystrophin";0
"Qualitative or quantitative defects of collagen 6";0
"Qualitative or quantitative defects of merosin";0
"Qualitative or quantitative defects of integrin alpha-7";0
"Qualitative or quantitative defects of perlecan";0
"Qualitative or quantitative defects of calpain";0
"Qualitative or quantitative defects of TRIM32";0
"Qualitative or quantitative defects of myotubularin";0
"Qualitative or quantitative defects of protein involved in O-glycosylation of alpha-dystroglycan";0
"Qualitative or quantitative defects of FKRP";0
"Qualitative or quantitative defects of fukutin";0
"Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome";0
"Narcolepsy-cataplexy syndrome";21
"Gemignani syndrome";0
"Genito-palato-cardiac syndrome";2
"X-linked intellectual disability-epilepsy syndrome";0
"German syndrome";1
"Geroderma osteodysplastica";9
"Cerebral gigantism-jaw cysts syndrome";0
"Prominent glabella-microcephaly-hypogenitalism syndrome";0
"Glaucoma-ectopia-microspherophakia-stiff joints-short stature syndrome";0
"Bilateral parasagittal parieto-occipital polymicrogyria";4
"Bilateral frontal polymicrogyria";8
"Bilateral generalized polymicrogyria";2
"Glaucoma-sleep apnea syndrome";0
"Autosomal dominant cerebellar ataxia type II";4
"Spinocerebellar ataxia type 29";2
"Herpetiform pemphigus";22
"Genetic hypoparathyroidism";0
"Genetic hyperparathyroidism";0
"Optic pathway glioma";141
"Cryopyrin-associated periodic syndrome";95
"Glomerulonephritis-sparse hair-telangiectasis syndrome";0
"Glycogen storage disease due to GLUT2 deficiency";0
"Glycogen storage disease due to hepatic glycogen synthase deficiency";0
"Chronic acquired demyelinating polyneuropathy";11
"Chronic polyradiculoneuropathy";8
"Polyradiculoneuropathy associated with IgG/IgA/IgM monoclonal gammopathy without known antibodies";0
"Acquired sensory ganglionopathy";0
"Non-paraneoplastic sensory ganglionopathy";0
"Paraneoplastic sensory ganglionopathy";0
"Cutis laxa";545
"GMS syndrome";1
"Axonal polyneuropathy associated with IgG/IgM/IgA monoclonal gammopathy";0
"Systemic inflammatory disease associated with an acquired peripheral neuropathy";0
"Peripheral neuropathy associated with monoclonal gammopathy";0
"Acquired amyloid peripheral neuropathy";0
"Hematological disease associated with an acquired peripheral neuropathy";0
"Solid tumor associated with an acquired peripheral neuropathy";0
"Qualitative or quantitative defects of protein O-mannose beta1,2N-acetylglucosaminyltransferase";0
"Qualitative or quantitative defects of protein glycosyltransferase-like";0
"Qualitative or quantitative defects of protein O-mannosyltransferase 1";0
"Qualitative or quantitative defects of protein O-mannosyltransferase 2";0
"Qualitative or quantitative defects of myofibrillar proteins";0
"Qualitative or quantitative defects of desmin";0
"Qualitative or quantitative defects of alphaB-cristallin";0
"Qualitative or quantitative defects of filamin C";0
"Qualitative or quantitative defects of protein ZASP";0
"Qualitative or quantitative defects of titin";0
"Qualitative or quantitative defects of telethonin";0
"Qualitative or quantitative defects of alpha-actin";0
"Multinodular goiter-cystic kidney-polydactyly syndrome";0
"Qualitative or quantitative defects of nebulin";0
"Qualitative or quantitative defects of beta-myosin heavy chain (MYH7)";0
"Qualitative or quantitative defects of emerin";0
"Qualitative or quantitative defects of selenoprotein N1";0
"Qualitative or quantitative defects of plectin";0
"Qualitative or quantitative defects of protein SERCA1";0
"Focal dermal hypoplasia";235
"Qualitative or quantitative defects of glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase -";0
"Qualitative or quantitative defects of myotilin";0
"Adult-onset proximal spinal muscular atrophy, autosomal dominant";0
"Autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures";0
"Severe neonatal-onset encephalopathy with microcephaly";0
"Gorlin-Chaudhry-Moss syndrome";8
"Grant syndrome";2
"Acromesomelic dysplasia, Grebe type";1
"Autosomal dominant rhegmatogenous retinal detachment";3
"Familial juvenile hyperuricemic nephropathy type 1";0
"Grix-Blankenship-Peterson syndrome";0
"Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency";0
"Brain-lung-thyroid syndrome";9
"Childhood apraxia of speech";94
"Extraskeletal myxoid chondrosarcoma";247
"Idiopathic copper-associated cirrhosis";0
"Cone dystrophy with supernormal rod response";0
"IRVAN syndrome";8
"Autosomal recessive spastic paraplegia type 18";0
"Idiopathic uveal effusion syndrome";15
"Phacoanaphylactic uveitis";4
"Solitary rectal ulcer syndrome";172
"Episodic ataxia type 6";4
"Episodic ataxia type 7";0
"Benign familial nocturnal alternating hemiplegia of childhood";0
"Alternating hemiplegia";173
"IRIDA syndrome";0
"Non-papillary transitional cell carcinoma of the bladder";0
"Cyclosporosis";10
"Grubben-de Cock-Borghgraef syndrome";0
"Intermediate osteopetrosis";6
